Search_Term,Video_URL,Video_Title,Channel_Name,Total_Subscribers,Total_Views,Total_Likes,Total_Dislikes,Total_Comments,Video_Description,Total_times_User_added_to_favorites,Video_Length,Video_Category,Video_Tags,Age_Restrictions,License,Captions_Available,search_term_video_url,domain
Promoting interpersonal connections,https://www.youtube.com/watch?v=uGR2N-XzmtA,10 Tips to Improve Interpersonal Communication Skills | Beyond Tech,ITProTV,7,7941,139,0,10,"Did you know that tech skills account for a smaller percentage of the reason people get jobs than soft skills? Having strong interpersonal communication skills can help improve your verbal communication, body language, relationship management, negotiations, and make you more employable. In this episode of Beyond Tech, Zach will share 10 tips to improve your interpersonal communication skills, leaving you with more confidence, competence, and credibility.

The Beyond Tech show is to help IT Pros, or individuals from any industry, expand their skills beyond tech, teaching them the most essential soft skills to be successful in the workplace. 
  
Subscribe to get the latest videos: https://go.itpro.tv/subscribe 

Connect with Zach: 
Twitter: https://twitter.com/Zach_ITProTV
LinkedIn: https://www.linkedin.com/in/zach-memos-50bb71144/

Are you interested in learning tech skills? Get access to online IT skills and certification training from ITProTV. Home of binge-worthy learning, ITProTV offers teams and individuals 5800+ hours of engaging & effective on-demand video training for the latest technology skills. Watch live or on-demand daily. Start learning free at ITProTV: https://go.itpro.tv/start-learning-now

#InterpersonalCommunicationSkills #SoftSkills #BeyondTech",0,00:05:25,Education,"['improve interpersonal skills', 'tips to improve interpersonal skills', 'interpersonal communication skills', 'how to improve interpersonal skills', 'interpersonal skills training', 'interpersonal skills at work', 'better interpersonal communication skills', 'how to improve interpersonal skills at work', 'how to improve your interpersonal communication skills', 'how to improve your interpersonal skills', 'interpersonal communication', 'how to improve interpersonal communication skills']",NA,youtube,NA,Promoting interpersonal connections_https://www.youtube.com/watch?v=uGR2N-XzmtA,Depersonalization
Promoting interpersonal connections,https://www.youtube.com/watch?v=L42tixNH71U,Importance Of Interpersonal Relationship Skills,personality growth,unknown,43643,537,0,28,"Importance of Interpersonal Relationship Skills
http://personalityandpersonalgrowth.biz 
Soft kills or life skills we use to interact efficiently with others individually or in a group are known as Interpersonal Relationship Skills. Usually, interpersonal communication is defined as the process through which people usually exchange feelings, thoughts, information, and meaning by verbal or even non-verbal messages.




***********************************

Claim your ebook:
http://bit.ly/101ebooks
***************************


More Videos:

Why It Is Important To Have A Goal In Life
https://youtu.be/TChnKn2MPc0


Daily Success Mantras
https://youtu.be/mYZBneEehOc

51 Ways to Overcome Low Self Esteem and Shyness
https://youtu.be/uygK-twyCbI

7 Steps To Break Or Make A Habit - How To Make Or Break A Habit
https://youtu.be/VyjH8plg2ng

6 Ways To Overcome Shyness And Gain Confidence - How to overcome shyness and gain confidence
https://youtu.be/XbCfTyvVaIs

***********************************
Subscribe Our Channel:
http://bit.ly/growth100

More blogs:
http://thestressmanagement.net/

---------------------------------------------------------
This presentation contains images that were used under a Creative Commons License. Click here to see the full list of images and attributions:

https://app.contentsamurai.com/cc/200586

Content Video:

Have A Goal In Life, i dont have a goal in life, when you dont have a goal in life, i dont have a goal in my life, how to set goals, goal setting, important to have a goal in life, important to have a goal",0,00:05:47,Education,"['Interpersonal Relationship Skills', 'Importance Of Interpersonal Relationship Skills', 'interpersonal relationship skills in the workplace', 'interpersonal skills', 'interpersonal communication', 'interpersonal skills in the workplace', 'interpersonal communication skills', 'interpersonal communication in the workplace']",NA,youtube,NA,Promoting interpersonal connections_https://www.youtube.com/watch?v=L42tixNH71U,Depersonalization
Promoting interpersonal connections,https://www.youtube.com/watch?v=x8vWVWNbk48,Interpersonal Skills,Corporate Finance Institute,unknown,61353,374,0,3,"Interpersonal skills are the skills required to effectively communicate, interact, and work with individuals and groups.

Click here to learn more about this topic: https://corporatefinanceinstitute.com/resources/careers/soft-skills/interpersonal-skills/",0,00:02:35,Education,"['interpersonal skills', 'interpersonal communication skills', 'interpersonal skills resume', 'interpersonal skills in the workplace', 'soft skills', 'technical skills', 'corporate finance', 'corporate finance career', 'finance training', 'finance education']",NA,youtube,NA,Promoting interpersonal connections_https://www.youtube.com/watch?v=x8vWVWNbk48,Depersonalization
Promoting interpersonal connections,https://www.youtube.com/watch?v=Cy6-HnITvzE,Teamwork Exercise 2: Paper Chains - The Importance of Communication,AHRQ Patient Safety,unknown,286612,2235,0,3,"The Office-Based Care version of TeamSTEPPS incorporates a series of videos to be used for instruction. Demonstration of an exercise in which teams compete to make the longest paper chains. This exercise has different rules from the first one.

Video also available at: https://www.ahrq.gov/teamstepps/officebasedcare/videos/paper-chain2.html",0,00:06:04,Education,"['TeamSTEPPS', 'Office-Based Care', 'teamwork', 'exercise']",NA,youtube,NA,Promoting interpersonal connections_https://www.youtube.com/watch?v=Cy6-HnITvzE,Depersonalization
Promoting interpersonal connections,https://www.youtube.com/watch?v=2Qu_OQiBW0Y,Interpersonal Communication Chapter 1,Dr. Jim Solari,unknown,44978,224,0,18,"If you are a student, subscribe to this channel to be sure to receive notifications of updates/ newly added videos.",0,00:20:46,Education,['Interpersonal Communication'],NA,youtube,NA,Promoting interpersonal connections_https://www.youtube.com/watch?v=2Qu_OQiBW0Y,Depersonalization
Promoting interpersonal connections,https://www.youtube.com/watch?v=zvcbn6WtJvQ,6 communication truths that everyone should know | Antoni Lacinai | TEDxVasa,TEDx Talks,unknown,312276,4766,0,84,"TEDxVasa 22.09.2017
Antoni Lacinai - 6 communication truths that everyone should know

To master the art of communicating with energy, clarity and empathy requires effort and willpower. 
But it’s so tempting today, to spend time on digital tools and digital toys instead, scanning for likes, one-liners and nuggets of information.
And as we wander deeper and deeper into the digital landscape; Are we at risk of losing our analog communication skills?
Antoni Lacinai – Communication Expert
Antoni Lacinai’s focus the last 25 years has been to study human communication and psychology in various forms. 
He is a communication skills trainer, author and speaker, helping his clients achieve results when leading, selling and cooperating.
Antoni’s mission is to reclaim and enhance our analog communication skills in an ever more digital world. 
 Digitalization, Automation, Artificial intelligence, and of course Social media. All mega trends. All great – from a technology and efficiency perspective. But does our obsession in technology come with a prize? Are we losing our ability to lead and inspire? What happens to our social skills at work or home? 

Even though he has a background in the IT and telecom sector, Antoni Lacinai’s focus the last 25 years has been to study communication and psychology in various form. His mission is to reclaim and enhance our analog communication skills in an ever more digital world, Antoni will give you a variety of truths, or success factors, that will make you better communicators and better leaders.
 This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",0,00:16:29,Nonprofits & Activism,"['TEDxTalks', 'English', 'Social Science', 'Communication', 'Digital', 'Leadership', 'Psychology']",NA,youtube,NA,Promoting interpersonal connections_https://www.youtube.com/watch?v=zvcbn6WtJvQ,Depersonalization
Promoting interpersonal connections,https://www.youtube.com/watch?v=vGwjhFwm848,Introduction to Interpersonal Communications,Rachelle Chaykin,unknown,37852,480,0,33,"COM108:  Communications and Social Interactions
Rachelle Chaykin
Pennsylvania Institute of Technology",0,00:30:33,People & Blogs,"['Communication', 'Ethics']",NA,youtube,NA,Promoting interpersonal connections_https://www.youtube.com/watch?v=vGwjhFwm848,Depersonalization
Promoting interpersonal connections,https://www.youtube.com/watch?v=LzupnZdSlyI,SAGE102 - Experiential Learning: Interpersonal Communication Skills 1,Manuel Antonio Noronha,unknown,66357,579,0,26,"This interactive game requires the participants to listen to the definitions and ""spell"" the words accordingly.",0,00:07:17,People & Blogs,[],NA,youtube,NA,Promoting interpersonal connections_https://www.youtube.com/watch?v=LzupnZdSlyI,Depersonalization
Fostering meaningful connections,https://www.youtube.com/watch?v=cBmMZFMPf18,Building Connections: How to Be A Relationship Ninja | Rosan Auyeung-Chen | TEDxSFU,TEDx Talks,unknown,423321,8121,0,143,"Rosan presents the steps required to build and maintain good relationships. She proposes that the breaking points in our weaker relationships are not found in the other person, or even in the interactions amongst us, but rather in ourselves. 

Rosan is a Registered Clinical Counsellor with the British Columbia Association of Clinical Counsellors and has been working for the last few years at Vancouver General Hospital. In her work, she provides individual and group psychotherapy treatment to adults dealing with depression, anxiety, adjustment and personality issues, obsessive compulsive disorder, and post-traumatic stress disorders.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",0,00:18:15,Nonprofits & Activism,"['TEDxTalks', 'English', 'Canada', 'Social Science', 'Friendship', 'Relationships', 'Social Interaction']",NA,youtube,NA,Fostering meaningful connections_https://www.youtube.com/watch?v=cBmMZFMPf18,Depersonalization
Fostering meaningful connections,https://www.youtube.com/watch?v=bIkQOMJd4qY,Want a Deeper Connection? Let Down Your Guard (Matthew Hussey),Matthew Hussey,unknown,221219,5824,0,465,"►► Learn 5 Techniques to Help Him Open Up to You. Get Access to Your FREE Training...
→ http://www.GetHimToTalk.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new love life advice for you every weekend.

▼
Happy February! :-)

I just made this video for you. I think you’re going to love it, especially if you don’t always find it easy to be vulnerable with someone you’re dating.

Do you find it hard to truly let down your guard with a man? 

What do you do when you get angry or hurt? Do you get quiet? Passive-aggressive? Lash out?

If you know that the way you’re bringing things up isn’t productive, and has the tendency to push someone away, my new video is essential watching today...

Let me know what you think.


►► FREE download: “9 Texts No Man Can Resist” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect with Me… ▼

Blog → https://www.howtogettheguy.com/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Instagram → https://www.instagram.com/thematthewhussey

Twitter → https://twitter.com/matthewhussey",0,00:08:06,Education,"['Matthew Hussey', 'Matt Hussey', 'Get The Guy', 'How to Get the Guy', 'Dating Advice for Women', 'attract men', 'keep your man', 'dating coach', 'relationship coach', 'relationship tips', 'what men want', 'make him like you', 'make him love you', 'how to talk to men', 'how to attract men', 'meet men', 'get the guy', 'tips for women', 'flirting tips', 'texting', 'calling', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', 'how to be vulnerable in a relationship', 'get him to talk']",NA,youtube,NA,Fostering meaningful connections_https://www.youtube.com/watch?v=bIkQOMJd4qY,Depersonalization
Fostering meaningful connections,https://www.youtube.com/watch?v=WKUgVpCqvfY,The need for human connection and why it starts with ourselves  | Molly Carroll | TEDxManhattanBeach,TEDx Talks,unknown,40501,723,0,22,"Molly Carroll shares staggering suicide and loneliness trends, making a plea for deeper human connection. ""Our brains are wired to reach out and interact,"" she says. In her poignant talk, Molly shares how human connection lowers anxiety, depression, and suicide ideation, and how improving our connection with ourselves helps us better connect with others. Molly Carroll is a licensed therapist and professional coach who holds a master’s degree in Counseling Psychology. Molly is an expert in her field with over 25 years of experience in education and mental health. She is a non-fiction writer, educator, and founder and director of the social-emotional curriculum Flourish.

In 2015, Molly published an artistic self-help journal Cracking Open. Two years later she published her second book about around trusting and following your intuition, Trust Within: Letting Intuition Lead.

Molly is also a successful public speaker for corporations such as Apple, Delta Dental, Lifesize and LinkedIn, and no stranger to the TEDx stage. She conducts popular retreats throughout the United States, Mexico and Costa Rica. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",0,00:10:28,Nonprofits & Activism,"['TEDxTalks', 'English', 'Life', 'Empathy', 'Family', 'Personal growth', 'Self improvement', 'Social Interaction', 'Therapy']",NA,youtube,NA,Fostering meaningful connections_https://www.youtube.com/watch?v=WKUgVpCqvfY,Depersonalization
Fostering meaningful connections,https://www.youtube.com/watch?v=9_-h9gr_Hsw,The NUMBER ONE MISTAKE You're Making When Building Relationships... | Brené Brown,The Outcome,unknown,16344,398,0,32,"The NUMBER ONE MISTAKE You're Making When Building Relationships... | Brené Brown

Brené Brown breaks down the one thing that holds all of your relationships back.

Go Follow our Channel on Instagram: https://www.instagram.com/theoutcomeyt
Go Follow our Channel on the Mindset App: https://link.mindsetapp.com/TheOutcome

Credit:

Check The Oprah Winfrey Network Out Here:
https://www.youtube.com/oprah

Speaker: Brené Brown

Music Licensed by Agus Gonzalez-Lancharro
Music by Really Slow Motion
Buy their music:
Amazon: http://amzn.to/1lTltY5
iTunes: http://bit.ly/1ee3l8K
Spotify: http://bit.ly/1r3lPvN
Bandcamp: http://bit.ly/1DqtZSo

Visit us on:
Facebook: https://www.facebook.com/ReallySlowMo...
Twitter: https://twitter.com/RSMmusicSound
Youtube: http://www.youtube.com/user/reallyslo... .
.
.
Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, commenting, educational, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statutes that might otherwise be infringing. Non-profit, educational, or personal use tips the balance in favor of fair use. 
Reference: https://bit.ly/3l8GUbc 
Section 107 of the Copyright Act 1976:
1)This video has no negative impact. 
2)This video is also for educational purposes. 
3)It is transformative in nature.",0,00:05:12,Education,"['Brené Brown', 'brene brown', 'brene brown empathy', 'brene brown shame', 'brene brown trust', 'brene brown building trust', 'brene brown human connection', 'brene brown podcast', 'brene brown motivation', 'brene brown motivational speeches', 'brene brown motivation thrive', 'brene brown vulnerability ted talk', 'brene brown atlas of the heart', 'brene brown vulnerability', 'brene brown keynote', 'the outcome brene brown', 'the outcome motivation', 'motivation 2022', 'brene brown 2022']",NA,youtube,NA,Fostering meaningful connections_https://www.youtube.com/watch?v=9_-h9gr_Hsw,Depersonalization
Fostering meaningful connections,https://www.youtube.com/watch?v=isadCrAD8eQ,First time foster parent vs experienced foster parent: call with bio parent and baby,Laura - Foster Parent Partner,unknown,1005300,0,0,455,"One thing I wasn’t prepared for when I first started fostering was phone call visits, especially with babies.

Putting the phone on speaker is a great starting point but there is so much more you can consider trying, assuming the parent would like to try too (always follow their lead and respect their choices).

It’s ok if the baby falls asleep, needs to be fed, or is in a playful mood. Consider incorporating the parent into these moments for meaningful connection.

Carry this beyond the visit by:
- asking the parent for a lovey that they sleep with for a few nights so it smells like the parent
- use recorded voice story books
- get recorded videos of the parent talking to the baby or singing a song, playing peek a boo, etc.",0,00:00:54,People & Blogs,"['fostercare', 'fosterparent', 'fosterparenting']",NA,youtube,NA,Fostering meaningful connections_https://www.youtube.com/watch?v=isadCrAD8eQ,Depersonalization
Fostering meaningful connections,https://www.youtube.com/watch?v=Q6niuYToam4,Building a Belonging Classroom,Edutopia,211000,206157,877,0,15,"In order to learn, students need to feel safe, cared for, and emotionally connected to their teachers and each other. 

Subscribe for free to our email newsletter Edutopia Weekly: https://edut.to/3G5zIZ4 

Our How Learning Happens video series explores teaching practices grounded in the science of learning and human development. To see more, visit http://www.edutopia.org/how-learning-...

This series was produced by Edutopia in collaboration with the National Commission on Social, Emotional, and Academic Development (https://www.aspeninstitute.org/progra...), with support from the Chan Zuckerberg Initiative (https://chanzuckerberg.com/). 

Special Thanks: 
The Science of Learning and Development Initiative 
Turnaround for Children: https://www.turnaroundusa.org/ 
Learning Policy Institute: https://learningpolicyinstitute.org/ 
American Institutes for Research: https://www.air.org/ 
EducationCounsel: http://educationcounsel.com/


*Follow us here:*
Official Website: https://edutopia.org 
YouTube: https://www.youtube.com/c/edutopia
Facebook: https://www.facebook.com/edutopia
Twitter: https://twitter.com/edutopia
Instagram: https://www.instagram.com/edutopia/

#HowLearningHappens #humandevelopment #studentmotivation #teachingtips 

© 2019 George Lucas Educational Foundation",0,00:04:18,Education,"['education', 'edutopia', 'edutopia videos', 'k-12', 'teaching', 'learning', 'classroom', 'teaching strategy', 'education tips', 'how-to', 'education technology', 'education videos', 'teaching tips', 'george lucas foundation', 'education how-to videos']",NA,youtube,NA,Fostering meaningful connections_https://www.youtube.com/watch?v=Q6niuYToam4,Depersonalization
Creating a supportive work environment,https://www.youtube.com/watch?v=6gShlIrQVD0,Creating a Positive Work Environment,Playworks Team Building,unknown,67861,244,0,4,Watch how to boost team morale and fix disengaged employees in your organization!,0,00:01:23,Travel & Events,"['team building', 'employee engagement', 'employee morale', 'team building in the philippines', 'team building company', 'team building facilitator', 'teambuilding']",NA,youtube,NA,Creating a supportive work environment_https://www.youtube.com/watch?v=6gShlIrQVD0,Depersonalization
Creating a supportive work environment,https://www.youtube.com/watch?v=Da5PNfG9Ezk,The Secret to Building a Healthy & Happy Workplace | Wolter Smit | TEDxBrighton,TEDx Talks,unknown,125263,1339,0,31,"Wolter passionately discusses the importance of how you hire great staff. But then also asks; what do you do once you have found them? How do you really bring to life company principles like freedom, trust and responsibility? How do you make sure your company is empowering your employees and providing a work environment where they feel cared about?

These are the questions and challenges Wolter has come up against time and time again. This year at TEDxBrighton, Wolter will walk you through his journey and share his secrets to building a happy and healthy workplace.

Wolter Smit is co-founder and CEO of TOPdesk. Wolter is has been widely recognised for his achievements as an entrepreneur and his approach to employee satisfaction.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",0,00:12:36,Nonprofits & Activism,"['TEDxTalks', 'English', 'United Kingdom', 'Business', 'Behavorial economics', 'Career', 'Ethics', 'Happiness', 'Psychology']",NA,youtube,NA,Creating a supportive work environment_https://www.youtube.com/watch?v=Da5PNfG9Ezk,Depersonalization
Creating a supportive work environment,https://www.youtube.com/watch?v=2y8SA6cLUys,3 ways to create a work culture that brings out the best in employees | Chris White | TEDxAtlanta,TEDx Talks,unknown,773205,7210,0,153,"Chris White leads the University of Michigan’s Center for Positive Organizations. Through ground-breaking research, educational programs and organizational partnerships, the center helps leaders build high-performing organizations that bring out the best in people. 

Chris’ work has been featured by CBS, Fast Company, Forbes Inc., and Talent Management Magazine. He is the recipient of the Ideas Worth Teaching Award for excellence in business education from The Aspen Institute, and co-authored “Changing Your Company from the Inside Out,” published by the Harvard Business Review Press. Chris’ passion lies in helping leaders build high-performing organizations that bring out the best in people. 

He leads the University of Michigan’s Center for Positive Organizations which works toward this goal through ground-breaking research, educational programs, and organizational partnerships.

Chris’ work has been featured by CBS, Fast Company, Forbes, Inc., and Talent Management Magazine and is the recipient of the Ideas Worth Teaching Award for excellence in business education from The Aspen Institute. He is co-author of “Changing Your Company from the Inside Out” published by the Harvard Business Review Press. 

Chris holds a Master of Business Administration the University of Michigan’s Ross School of Business. This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",0,00:12:39,Nonprofits & Activism,"['TEDxTalks', 'English', 'Business', 'Behavior', 'Communication', 'Culture', 'Ideas', 'Leadership', 'Productivity', 'Relationships', 'Work']",NA,youtube,NA,Creating a supportive work environment_https://www.youtube.com/watch?v=2y8SA6cLUys,Depersonalization
Creating a supportive work environment,https://www.youtube.com/watch?v=eYLb7WUtYt8,How to start changing an unhealthy work environment | Glenn D. Rolfsen | TEDxOslo,TEDx Talks,unknown,1516327,19813,0,778,"Do you think backbiting is happening at your workplace or place of study?
Glenn Rolfsen's talk is about what contributes to a toxic work environment and what the significant factors are that determine our working life quality. His approach addresses how to achieve a permanent end to slander and bullying among adults in the workplace.

Glenn D. Rolfsen is a psychotherapist working in corporate health service in Oslo. He has also worked as a teacher to educate gestalt therapists in Norway and several European countries. He is particularly concerned with the psychosocial work environment in enterprises. As corporate counsel and leadership consultant, he works daily to improve working life quality for employees.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",0,00:08:32,Nonprofits & Activism,"['TEDxTalks', 'English', 'Norway', 'Health', 'Bullying', 'Culture', 'Environment', 'Work']",NA,youtube,NA,Creating a supportive work environment_https://www.youtube.com/watch?v=eYLb7WUtYt8,Depersonalization
Creating a supportive work environment,https://www.youtube.com/watch?v=_akanzNG30g,Positive Workplace Culture,Kineo Courses,unknown,98072,478,0,8,"This course has been developed to provide an awareness of what a positive workplace culture is, as well as how to proactively identify and reduce risks that negatively impact on workplace culture.",0,00:01:06,People & Blogs,"['workplace', 'work culture']",NA,youtube,NA,Creating a supportive work environment_https://www.youtube.com/watch?v=_akanzNG30g,Depersonalization
Creating a supportive work environment,https://www.youtube.com/watch?v=PYJ22-YYNW8,"This is what makes employees happy at work | The Way We Work, a TED series",TED,unknown,754263,11469,0,231,"There are three billion working people on this planet, and only 40 percent of them report being happy at work. Michael C. Bush shares his insights into what makes workers unhappy -- and how companies can benefit their bottom lines by fostering satisfaction.

The Way We Work is a TED original video series where leaders and thinkers offer practical wisdom and insight into how we can adapt and thrive amid changing workplace conventions. 

Visit https://go.ted.com/thewaywework for more!",0,00:04:10,People & Blogs,"['TEDTalks', 'The Way We Work', 'Michael C. Bush', 'business', 'happiness', 'work', 'work-life balance']",NA,youtube,NA,Creating a supportive work environment_https://www.youtube.com/watch?v=PYJ22-YYNW8,Depersonalization
Creating a supportive work environment,https://www.youtube.com/watch?v=wbXxhuraJsE,Creating Inclusive Workplaces for All | Catarina Rivera | TEDxRolandPark,TEDx Talks,unknown,16134,266,0,32,"Work isn’t working for all of us. In this powerful talk, Catarina Rivera tells us why employers and leaders have a lot of disabled employees they don’t know about, and shares how to make workplaces better for everyone by prioritizing disability inclusion. You’ll also learn 3 free and simple best practices for inclusion you can build into your culture right now. Catarina is a dynamic public speaker, DEI consultant, and content creator (@BlindishLatina). She works with companies and organizations to improve disability awareness, inclusion, and accessibility. As a disabled Latine woman, she is passionate about sharing her own unique story to help build a more inclusive world. Catarina has been featured in Thrive Global, Nasdaq, Authority Magazine, and as one of HonestCulture's Top 21 DEI Influencers.
 
To learn more about Catarina’s work + access free resources, visit: https://www.catarinarivera.com This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at https://www.ted.com/tedx",0,00:11:19,Nonprofits & Activism,"['Business', 'Disability', 'Diversity', 'English', 'TEDxTalks', 'Work', 'Workplace', '[TEDxEID:48748]']",NA,youtube,NA,Creating a supportive work environment_https://www.youtube.com/watch?v=wbXxhuraJsE,Depersonalization
Creating a supportive work environment,https://www.youtube.com/watch?v=AfrDJLkK59M,How to Improve Company Culture - 8 Tips That Work by JB Kellogg,Marketing 360,unknown,21520,279,0,19,"8 tips to build a strong company culture by Glassdoor's #1 best place to work -
https://www.madwire.com/

Tips Discussed in Video:
1) Have a motto and a mission
2) Listen to feedback and make changes fast
3) Hire positive minded people
4) Show the team you care, treat them well, don't just highlight the bad..celebrate the good
5) Do consistent employee reviews
6) Ask for reviews on Glassdoor! Comment on reviews
7) Set high goals
8) Be transparent 

--- 

Presented by: JB Kellogg

JB Kellogg is the Co-Founder & Co-CEO of Madwire®. Madwire's brands Marketing 360® and Top Rated Local® are popular platforms used to help small businesses grow. Madwire was founded in 2009 and has since grown to nearly 1,000 people and over 100MM in annual revenue. JB & Co-CEO Joe Kellogg were recognized as Glassdoor's Highest Rated CEOs for 3 consecutive years (#1 overall in 2016). JB is passionate about small business marketing, leadership, sales, team culture and more and often shares the tips, tricks and strategies he's learned in life and while growing Madwire. 

JB Kellogg on LinkedIn:
https://www.linkedin.com/in/jb-kellogg-8567a029/

---

Marketing 360® is the #1 Marketing Platform® for Small Business. It has everything you need from design, to marketing, to CRM. Powered by Madwire® - voted one of the Nation's Best Places to Work by Glassdoor in 2016 & 2017! 

Follow Us:

Marketing 360® Website: https://www.marketing360.com/
Madwire® Website: https://www.madwire.com/
Facebook: https://www.facebook.com/marketing360/
Instagram: https://www.instagram.com/marketing360
Twitter: https://twitter.com/marketing360
Pinterest: https://www.pinterest.com/marketing360/
Snapchat: https://www.snapchat.com/add/fuelyourbrand
Youtube: https://www.youtube.com/marketing360",0,00:05:55,Science & Technology,"['company culture', 'how to improve company culture', 'marketing 360', 'madwire', 'jb kellogg']",NA,youtube,NA,Creating a supportive work environment_https://www.youtube.com/watch?v=AfrDJLkK59M,Depersonalization
Creating a supportive work environment,https://www.youtube.com/watch?v=6kwUDt42bvs,Create a Positive Workplace Culture with Gratitude and Teamwork,BuddSafety,unknown,6407,57,0,4,"https://www.buddgroup.com/

This video shows the difference in workplace efficiency and atmosphere between an office with and without gratitude and teamwork in the workplace. Showing gratitude and teamwork help in creating a positive workplace culture. 

The Budd Group strives to be a God-honoring company of excellence that safely delivers services in janitorial, maintenance, and landscaping; offers development opportunities for their employees; and contributes to their community.",0,00:05:52,People & Blogs,"['Gratitude', 'teamwork', 'teamwork in the workplace', 'positivity in the workplace', 'positive workplace culture', 'workplace efficiency', 'The Budd Group', 'Nashville', 'Tennessee']",NA,youtube,NA,Creating a supportive work environment_https://www.youtube.com/watch?v=6kwUDt42bvs,Depersonalization
Creating a supportive work environment,https://www.youtube.com/watch?v=38ffZGA9K-4,Creating a POSITIVE Work Environment,Theo Gilbert-Jamison,unknown,6265,49,0,1,"In this video, Theo covers strategies, tips, and best practices for “Creating a Positive Work Environment – and its impact in increasing employee engagement, customer loyalty, and profitability. If you are interested in learning more about Theo Gilbert-Jamison, her training workshops and other resource tools - visit our website at www.psbydesign.com or contact us at info@psbydesign.com. It would be our pleasure to work with you! 

This video includes the following topics: 
0:36  - Why is it Important?
1:49  - The Characteristics of a Positive Work Environment
3:32  - The Business Impact of a Positive Work Environment
5:56  - Your Role in Creating a Positive Work Environment
7:03  - Linking Employee Recognition to a Positive Work Environment

To get more Daily Team Huddle Topic ideas, tips, and best practices on my new channel and please subscribe - https://www.youtube.com/channel/UC8t4trMyaenYmxH9l7hkMuQ",0,00:08:43,Howto & Style,"['theo gilbert-jamison', 'performance solutions by design', 'customer experience training', 'employee engagement training', 'customer service', 'service excellence', 'how to create a positive work envirnoment', 'what are the characteristics of a positive work environment', 'the benefits of a positive work environment']",NA,youtube,NA,Creating a supportive work environment_https://www.youtube.com/watch?v=38ffZGA9K-4,Depersonalization
Creating a supportive work environment,https://www.youtube.com/watch?v=ZMi5D-JnKmQ,How WeWork Creates A Positive Work Environment | WeWork,WeWork,unknown,19583,71,0,0,Join the community at https://www.wework.com/.,0,00:00:54,Entertainment,"['amenities', 'wework', 'office', 'coworking', 'benefits', 'cool space']",NA,youtube,NA,Creating a supportive work environment_https://www.youtube.com/watch?v=ZMi5D-JnKmQ,Depersonalization
Creating a supportive work environment,https://www.youtube.com/watch?v=RDIS1q1daI4,How Can We Create Safe And Supportive Learning Environments?,EliteBehaviorMedia,1180,26420,91,0,0,"Educator and Communicator Kimberly Moffett, Ph.D., speaks to how schools can develop a safe and engaged learning community. For more information, visit us at http://www.elitebehavior.com.",0,00:02:06,Education,"['Elite Behavior Analysis', 'Applied Behavior Analysis', 'Autism', ""Asperger's"", 'Behavior', 'Behavior Analyst', 'Developmental Disability', 'Intellectual Disability', 'School', 'Student', 'Teacher', 'Administrator', 'Child', 'Adult', 'Parent', 'Family', 'Home', 'Bullying', 'Aggressive', 'Defiant', 'Positive Reinforcement', 'Skill Deficit', 'Work', 'Replacement', 'Science', 'ABA', 'DIDD', 'IDEA', 'Company', 'Change', 'Lives']",NA,youtube,NA,Creating a supportive work environment_https://www.youtube.com/watch?v=RDIS1q1daI4,Depersonalization
