Search_Term,Video_URL,Video_Title,Channel_Name,Total_Subscribers,Total_Views,Total_Likes,Total_Dislikes,Total_Comments,Video_Description,Total_times_User_added_to_favorites,Video_Length,Video_Category,Video_Tags,Age_Restrictions,License,Captions_Available,search_term_video_url,domain,Relevant,Owner,Comments
Positive Affirmations,https://www.youtube.com/watch?v=ZssjZnsN4Gg,"POWERFUL POSITIVE Morning Affirmations for POSITIVE DAY, WAKE UP: 21 Day ""I AM""  Affirmations",Jason Stephenson - Sleep Meditation Music,unknown,14213987,165834,0,5124,"For some of the best-guided sleep meditations and sleep meditation music, please click here to subscribe to our channel: https://www.youtube.com/user/ILoveJuicyShow/ 

#positiveaffirmations
#affirmations
#sleepmeditationmusic

You might like to also try this: Affirmations to release toxic emotions: https://www.youtube.com/watch?v=IH9GuJWGM0Q 

© JASON STEPHENSON & RELAX ME ONLINE AUSTRALIA PTY LTD Copyright 2018 All rights reserved.

This work is not intended to substitute for professional medical or counselling advice. If you suffer from a physical or mental illness, please always seek professional help.  

DO NOT DRIVE OR OPERATE MACHINERY WHILST LISTENING TO SLEEP MEDITATION MUSIC, BINAURAL BEATS OR GUIDED SLEEP RELAXATIONS.",0,0:11:32,Music,"['i am affirmations', 'i am affirmations for success', 'i am affirmations for sleep', 'i am', 'affirmations for success', 'morning affirmations for success', 'i am morning affirmations', 'i am affirmations before sleep', 'success affirmations', 'sleep affirmations for success', 'sleep affirmations', 'be inspired morning', 'before you sleep', 'positive affirmations', 'law of attraction', 'i am meditation', 'positive thinking', 'morning meditation for positive energy']",,youtube,,Positive Affirmations_https://www.youtube.com/watch?v=ZssjZnsN4Gg,Moderate_Profile,yes,Akash,
Positive Affirmations,https://www.youtube.com/watch?v=oS9Mp8KID0k,Pure Positive Energy Affirmations | Everything Is Always Working Out for Me,Bob Baker,unknown,19969,909,0,43,"In this powerful video, Bob Baker's soothing voice guides you through a series of Pure Positive Energy Affirmations, inspired by the teachings of Abraham Hicks. These affirmations are designed to help you shift your mindset and raise your vibration to a place of deep trust and unwavering faith in the Universe. As you listen to these affirmations, allow yourself to let go of any doubts, fears, or worries, and tune into the frequency of abundance, joy, and ease. Repeat these affirmations daily, and watch as your life begins to shift in miraculous ways. Remember, everything is always working out for you, and you are worthy of all the love, joy, and abundance that the Universe has to offer. Words and music by Bob Baker (c) 2020 - 2023

Get your free copy of ""How to Turbo-Charge Your Life! 5 Steps to Unleashing Your Purpose, Passion, and Play"" https://bob-baker.aweb.page/turbo-charge-your-life

SUBSCRIBE to the channel so you don’t miss new videos every week
https://www.youtube.com/channel/UC0dJDW1i1vgwGXJ19wjIHPg?sub_confirmation=1

Join the new High-Vibe Tribe Community at https://bobbakerinspiration.com/tribe

Ready to take your life to the next level? Submit your application to our VIP Mentorship Program at https://www.bobbakerinspiration.com/vip

PURCHASE my book, ""The Power of Affirmations and Positive Self-Talk."" Info at https://bobbakerinspiration.com/book

TEXT ME! To receive short inspirational messages from Bob, send a short text to 314-742-8339 if you have a number based in the US or Canada. Cancel at any time. For all other countries, join my Telegram channel at https://t.me/BobBakerInspiration

GET my ""21-Day Abundance and Money Attraction Brain Boost"" at https://bobbaker.samcart.com/products/21-day-abundance-boost/

FOLLOW Bob Baker’s Inspiration Project on Spotify https://open.spotify.com/artist/2h5dkU6stcyzAXjMcgb1fe

PURCHASE Bob's tracks at https://soulmassage.bandcamp.com/

SAMPLE my most popular album here https://bobbakerinspiration.hearnow.com

VISIT https://BetterHelp.com/BobBaker​ to get the help you need from a licensed therapist. Yes, you can take important steps to improve your mindset on your own, but if you’re really having a tough time, don’t try to power through it alone. (If you use the BetterHelp service, I may receive a commission. That won’t affect your rate at all, but it will help support my channel so I can create more videos like this one.)

#PositiveEnergy #Affirmations #AbrahamHicks #Mindset

positive energy, affirmations, Abraham Hicks, Bob Baker, mindset shift, law of attraction, manifestation, trust the universe, self-improvement, gratitude, abundance mindset, personal growth, inner peace, positivity, motivation.

0:00 Pure Positive Energy Affirmations
5:00 Everything Is Always Working Out for You
7:00 Join the High-Vibe Tribe Community

===

Also enjoy these YouTube playlists ...

Start Your Day Morning Affirmations https://www.youtube.com/playlist?list=PLCNbem8fOiHr_JOONo7VUlJWbxMiJv23K

Positive Music, Happy Songs https://www.youtube.com/playlist?list=PL839E1C5A50E4908F

Abundance, Prosperity, and Wealth Attraction https://www.youtube.com/playlist?list=PLCNbem8fOiHpDs4L9YQTKFfS8E_UfCZpZ

Confidence, Self-Esteem, and Self-Worth https://www.youtube.com/playlist?list=PLCNbem8fOiHpDj_trJTSkZo07DJwiaesS

Gratitude Affirmations for Morning and Night https://www.youtube.com/playlist?list=PLCNbem8fOiHqE1jsDOHSM0JfWDZJcmEOd

Affirmations for Health, Healing & Weight Loss https://www.youtube.com/playlist?list=PLCNbem8fOiHpwSp6bGTqbo2qVc3uSfOh7

Bedtime Sleep Affirmations for Prosperity, Success & Abundance https://www.youtube.com/playlist?list=PLCNbem8fOiHq1Mn796oKmiu63oo8mRG9q

Morning Affirmations for Wealth, Abundance and Confidence https://www.youtube.com/playlist?list=PLCNbem8fOiHomHEiGaCIwgQGc6MnKfvx0

Guided Meditations for Wealth, Abundance and Creativity https://www.youtube.com/playlist?list=PLCNbem8fOiHpxMsebKoEm7qHO14T4KJVE

Affirmations for Creativity, Success and Abundance https://www.youtube.com/playlist?list=PLCNbem8fOiHrIgeCbuuWQVZD0SL91bHjb

21 Day Meditation Challenge Videos https://www.youtube.com/playlist?list=PLCNbem8fOiHq8UnWVH66CYWQDW5mDkUG8

===

Also, I've published many books over the years, including:
The Passion Principles https://amzn.to/37jxcKs
The Empowered Artist https://amzn.to/2TX7APo
Personal and Spiritual Growth for Fun People https://amzn.to/2NRqSCf
Guerrilla Music Marketing Handbook https://amzn.to/37h4wSd
The DIY Career Manifesto https://amzn.to/2RkubUn
Visit my AMAZON author page at https://author.to/BobBaker to see all of my titles.

===

If you like Louise Hay, Wayne Dyer, Abraham Hicks, Deepak Chopra, Esther Hicks, Brene Brown, Michael Beckwith, Gabrielle Bernstein, Marianne Williamson, Michael Singer, Eckhart Tolle, Ram Dass, Byron Katie, Shakti Gawain, Neale Donald Walsch, Gary Zukav, Jack Kornfield, or Joe Vitale ... you'll LOVE this video!

===",0,0:10:37,Education,"['positive energy', 'affirmations', 'Abraham Hicks', 'Bob Baker', 'mindset shift', 'law of attraction', 'manifestation', 'trust the universe', 'self-improvement', 'gratitude', 'abundance mindset', 'personal growth', 'inner peace', 'positivity', 'motivation', 'everything is always working out for me', 'positive affirmations', 'abraham hicks everything is always working out for me', 'abraham hicks 2023', 'bob baker affirmations', 'bob baker affirmations morning', 'bob baker morning']",,youtube,,Positive Affirmations_https://www.youtube.com/watch?v=oS9Mp8KID0k,Moderate_Profile,Yes,Akash,
Seeking Meaning and Purpose in Work,https://www.youtube.com/watch?v=nkk6UU2mVRs,Seth Godin's Guide to Finding Meaning and Purpose at Work,Marie Forleo,unknown,12956,439,0,29,"Seth Godin says, ""If you've been paying any attention at all, you already know that work isn't working.” 

Since the pandemic and the Great Resignation, productivity has plummeted to a 70-year low. Plus, the rise of AI is about to disrupt the workplace in a huge way. But what if — in the midst of all this change and chaos — you could create the BEST JOB EVER!? (No joke!)

In today’s MarieTV, Seth Godin shares the key to future-proof your career and find meaning and significance at work.

Seth Godin has authored 21 books that have been bestsellers around the world. He’s given five featured TED talks, created a worldwide online learning platform that's been used by students in 90 countries, and founded one of the first internet companies. His latest book, “The Song of Significance: A New Manifesto for Teams” is a must-read!

If you yearn to do work that actually matters in this world, watch now or jump to these highlights:

4:58 — The 4 universal characteristics of a dream job.
8:51 — Want your organization to thrive? Ask yourself this question NOW. 
14:21 — What “The Carbon Almanac” can teach us about high standards and leadership.
17:50 — 2 simple exercises to stack the odds of success *dramatically* in your favor.
21:45 — Kinko's Vs. Sleepy’s: The key habit that determines your success or failure.
24:43 — What humans can do better than any robot.
28:43 — How to future-proof your career in the age of AI
40:32 — The first step to finding fulfillment in your work.

#MarieForleo #SethGodin #Teamwork

C'mon over to https://www.marieforleo.com/blog/seth-godin-significance where we answer your follow-up questions after the episode.
 
Subscribe to MarieTV: https://www.youtube.com/user/marieforleo
Become an MF Insider: https://www.marieforleo.com/subscribe/
 
Seth Godin on Why “Finding Your Calling” Is Complete Nonsense: https://www.youtube.com/watch?v=AtfvZ_KOiZY&t=1s
Marie Forleo & Seth Godin: How to Show up & Do the Work (Even When You Don’t Feel Like It): https://www.youtube.com/watch?v=a8j7HbJFmiA
Use Your Voice, Share Your Gifts: https://www.youtube.com/playlist?list=PLAxUz0wM51b-AHjEbq5cQFPBIDwUqHUbh

MARIE ON SOCIAL
Facebook: http://www.Facebook.com/marieforleo
Twitter: http://www.twitter.com/marieforleo
Instagram: http://www.instagram.com/marieforleo
My YouTube channel: http://www.youtube.com/marieforleo",0,0:43:07,People & Blogs,"['Marie Forleo', 'Maria Forleo', 'personal development', 'personal growth', 'self-help', 'motivation', 'inspiration tips', 'inspiration', 'spiritual tips', 'self-help tips', 'be motivated', 'business tips', 'productivity', 'MarieTV', 'career tips', 'small business tips', 'tips for business people', 'tips for entrepreneurs', 'seth godin', 'alt mba', 'the song of significance', 'significance at work', 'how to love your job', 'work and ai', 'how to talk to your boss', 'teamwork', 'the song of significance book interview']",,youtube,,Seeking Meaning and Purpose in Work_https://www.youtube.com/watch?v=nkk6UU2mVRs,Moderate_Profile,Yes,Akash,
Seeking Meaning and Purpose in Work,https://www.youtube.com/watch?v=sLLyWBySGwg,"If You Struggle To Find Meaning In Your Life, Watch This",Jordan B Peterson,unknown,838887,29719,0,1509,"Watch the full episode -  https://youtu.be/5HgSnS-z4JU

In November 2021, Dr. Peterson traveled to the United Kingdom to give a series of lectures at Oxford and Cambridge. This lecture was given at Lady Mitchell Hall at the University of Cambridge on November 23rd, 2021.

Dr. Peterson gives an in-depth exploration of the problem of perception. In doing so, he touches on orienting reflexes, artificial intelligence, the infinite possibilities parsed by perception, neurophysiology, postmodernism, and the relationship between imitation, awe, and the divine, before answering questions from the audience about the direction of Western civilization, meaning, and the notion of humans as simple biological machines.

// SUPPORT THIS CHANNEL //
Newsletter: https://linktr.ee/DrJordanBPeterson
Donations: https://jordanbpeterson.com/donate

// COURSES //
Discovering Personality: https://jordanbpeterson.com/personality
Self Authoring Suite: https://selfauthoring.com
Understand Myself (personality test): https://understandmyself.com

// BOOKS //
Beyond Order: 12 More Rules for Life: https://jordanbpeterson.com/Beyond-Order
12 Rules for Life: An Antidote to Chaos: https://jordanbpeterson.com/12-rules-for-life
Maps of Meaning: The Architecture of Belief: https://jordanbpeterson.com/maps-of-meaning

// LINKS //
Website: https://jordanbpeterson.com
Events: https://jordanbpeterson.com/events
Blog: https://jordanbpeterson.com/blog
Podcast: https://jordanbpeterson.com/podcast

// SOCIAL //
Twitter: https://twitter.com/jordanbpeterson
Instagram: https://instagram.com/jordan.b.peterson
Facebook: https://facebook.com/drjordanpeterson",0,0:08:48,Education,"['Jordan Peterson', 'Jordan B Peterson', 'psychology', 'psychoanalysis', 'Jung', 'existentialism', 'maps of meaning', 'biblical series', 'free speech', 'freedom of speech', 'biblical lectures', 'personality lectures', 'personality and transformations', 'Jordan peterson meaning', 'jordan peterson purpose', 'jordan petersen', 'jordan peterson lecture', 'cambridge', 'jordan peterson cambridge', 'lady mitchel', 'caius', 'motivation jordan peterson']",,youtube,,Seeking Meaning and Purpose in Work_https://www.youtube.com/watch?v=sLLyWBySGwg,Moderate_Profile,Yes,Akash,part of interview
Healthy Nutrition and Hydration,https://www.youtube.com/watch?v=cZC_HPLjz64,Andrew Huberman -  🎬 Jocko and Andrew Discuss Nutrition and Hydration 🎬,Good Clip,unknown,182053,1960,0,113,"Andrew Huberman -  🎬 Jocko and Andrew Discuss Nutrition and Hydration 🎬

Follow Jocko and Huberman → https://www.youtube.com/@JockoPodcastOfficial and https://www.youtube.com/@hubermanlab

Host: Andrew Huberman 
Guest: Jocko Willink 

#JoeRogan #Nutrition #jocko #JRE #GoodClip #food #fasting #hydration #Clips 

Clip taken from Andrew Huberman's podcast episode #104 



Jocko Willink is a retired Navy SEAL officer and author of multiple books on effective leadership and teamwork, self-discipline and mindset, and host of the Jocko Podcast. We discuss how people can build and sculpt their identity and psychology through specific mindsets and actions and how to adapt the self to novel and challenging situations, using specific daily routines. We consider how “energy” actually stems from physical action and describe practical tools and scientific mechanisms for leveraging exercise, cold exposure, nutrition, fasting, hydration, sunlight, mindset and music to make us feel more energized and what that, in turn, does for our life. Jocko explains how discipline and specific daily routines allow for productivity and creativity.  And we discuss the qualities of successful leaders, including how to build confidence and real bonds when working with a team or family/friends. Jocko describes a particularly powerful tool of using perspective shifts to allow for ‘detachment’ as a unique way to identify novel solutions to problems. We also discuss the power of early developmental narratives and how experiences of friendship, love, connection and loss can serve as pillars for making us better human beings in all aspects of life. Our conversation covers a wide range of topics, including mental health, physical health and performance, and provides actionable tools that anyone, regardless of age or profession, can apply to live a more effective and meaningful life.

John Gretton ""Jocko"" Willink (born September 8, 1971)[2] is an American author, podcaster, and retired United States Navy officer who served in the Navy SEALs and is a former member of SEAL Team 3.

Willink's military service includes combat actions in the Iraq War, where he commanded SEAL Team 3's Task Unit Bruiser,[3] the unit that fought in the battle against the Iraqi insurgents in Ramadi.[4] Willink was honored with the Silver Star and Bronze Star Medal for his service.[5] He achieved the rank of lieutenant commander.[6]

Willink co-authored the books Extreme Ownership and The Dichotomy of Leadership (with fellow retired SEAL Leif Babin) and co-founded the management consulting firm Echelon Front, LLC.[6] Willink hosts a weekly podcast with Brazilian jiu jitsu practitioner Echo Charles, called the Jocko Podcast.[7][6] He holds a B.A. in English from the University of San Diego.[6]

After Navy recruit training and Radioman (RM) ""A"" School training, Willink reported to Basic Underwater Demolition/SEAL training (BUD/S) training at Naval Amphibious Base Coronado. Willink graduated BUD/S class 177.[8] Following SEAL tactical training (STT) and completion of six-month probationary period, he received the NEC 5326 as a combatant swimmer (SEAL), entitled to wear the SEAL insignia. Willink served eight years on active duty, as an enlisted Navy SEAL with SEAL Team One and SEAL Team Two. Willink was part of the SEAL team that seized the Russian Tanker Volga-Neft-147 in the Gulf of Oman, which was carrying Iraqi oil in violation of a United Nations economic embargo.[9] Willink earned his commission via Officer Candidate School and served as a platoon commander. Willink completed multiple deployments to Asia, the Middle East and Europe. During Operation Iraqi Freedom he deployed to the Iraqi city of Ramadi in 2006 with SEAL Team Three as commander of Task Unit Bruiser, which included Leif Babin, Seth ""Stoner"" Stone, Marc Alan Lee, Michael Monsoor, Jonny Kim, Kevin Lacz, Ryan ""Biggles"" Job, JP Dinnell, Tony Eafrati, Jason Hogan and Chris Kyle. Willink also served as a Navy SEAL instructor during his career. He retired in October 2010 after 20 years of service.[10]

After retiring from the Navy, Willink co-founded the leadership consulting firm Echelon Front along with Leif Babin, who served with him in the SEAL Teams.[11] He and Babin also co-authored the leadership manual Extreme Ownership: How U.S. Navy Seals Lead and Win.[12] After appearing on the podcasts of Tim Ferriss, Joe Rogan, and Sam Harris to publicize his book, Willink started his own weekly podcast, The Jocko Podcast.[13]

https://youtu.be/cZC_HPLjz64

Andrew Huberman -  🎬 Jocko and Andrew Discuss Nutrition and Hydration 🎬",0,0:03:38,People & Blogs,"['Jocko', 'Navy', 'Andrew Huberman', 'Willink', 'Seal', 'Seal Teams', 'Joe Rogan', 'podcast', 'clip', 'goodclip', 'best clips', 'best podcast', 'Sense of self', 'Self', 'Friends', 'good talk', 'mentor', 'money', 'storytime', 'love', 'weed', 'alcohol', 'hot', 'hot girls', 'special operations', 'military', 'types of people', 'personality', 'diverse', 'diversity', 'sterotype', 'military stereotype', 'andrew', 'famous', 'good', 'sexy', 'attractive', 'very good', 'music', 'pop', 'popular cast', 'popular podcast', 'training', 'Jocko Training', 'Weightlifting', 'gym', 'fitness', 'exercise', 'kettlebell', 'barbell']",,youtube,,Healthy Nutrition and Hydration_https://www.youtube.com/watch?v=cZC_HPLjz64,Moderate_Profile,Yes,Akash,
Cognitive Reframing,https://www.youtube.com/watch?v=qPnPhegi980,Cognitive Reframing (And One Life Hack to Reduce Suffering),Barbara Heffernan,unknown,73275,3654,0,200,"Cognitive Reframing (And One Life Hack To Reduce Suffering!)

Cognitive Reframing (And One Life Hack To Reduce Suffering!)  What is cognitive reframing and how can it help?  How much of your pain is caused by how you think?  This video shares a powerful “life hack.” This video will help you understand cognitive reframing and how it is used in CBT, Cognitive Behavioral Therapy.  We will identify what cognitive distortions are and how they can be changed with cognitive restructuring.  This video will also explain a powerful Buddhist concept, the second arrow of suffering.  The second arrow Buddhism is a helpful concept combined with cognitive behavioral therapy for anxiety or cognitive behavioral therapy for depression.

The cognitive reframing examples and cognitive restructuring exercises will help you understand yourself better, and provide a pathway to feeling better. What is the definition of cognitive reframing and the definition of cognitive restructuring?  Cognitive restructuring is the active use by a therapist and client of cognitive restructuring techniques, that can change the lens through which the client sees the world.  It is a subset of cognitive reframing - cognitive reframing happens either naturally or intentionally.  CBT for anxiety is effective and cognitive restructuring techniques can help you feel better!
_____________
Free PDF: Transform your Negative Core Beliefs: https://awakenjoy.lpages.co/negative-core-beliefs-pdf/ 

Free Webinar: Rewiring Your Brain for Joy and Confidence: https://www.awakenjoy.life/rewire-your-brain

Sign up for a Free Trial on Virtual EMDR - https://bit.ly/bhvirtualemdr
Use Promo Code:  AWAKENJOY20 for 20% off. The program code must be put into the promo code box when you checkout for the discount! This is an online service I have used and I support!  

1:1 Virtual Psychotherapy with Betterhelp: https://betterhelp.com/awakenjoy. I have personally used their services and have recently become an affiliate.  Using this link enables you to a discount of 10% off the first month.

Transformational Program: Roadmap to Joy and Authentic Confidence: https://www.awakenjoy.life/roadmap

LGBTQ?  https://pridecounseling.com/awakenjoypride Pride Counseling is professional online counseling for the LGBTQ community, a subsidiary of betterhelp.com.

Are you a counselor interested in working with Betterhelp?  https://betterhelp.com/openhearted

The ""aah!"" mini-series is now on YouTube.  Start here: https://youtu.be/D2DXLfxZVkw
Full playlist here:https://www.youtube.com/watch?v=D2DXLfxZVkw&list=PLhEK7JY7zF9kA_tAaHg7IAViexM94wqnx

Say hi on social: 
Instagram: https://www.instagram.com/awakenjoy.life/ 
Facebook: https://www.facebook.com/AwakenJoy.Life/ 

My website:   https://www.awakenjoy.life/

NOTE: This description contains affiliate links for the Virtual EMDR site, for betterhelp.com and for pridecounseling.com.  While this channel may earn a minimal sum when the viewer using these affiliate links, the viewer is in NO WAY obligated to use these links; the viewer is not charged extra for these links and, in fact, receives a discount over the regular pricing of these programs.  I have used both Virtual EMDR and betterhelp.com, and pridecounseling is connected to betterhelp.com.   

Disclaimer:
This video was created by Barbara Heffernan, LCSW for educational purposes only. These videos are not diagnostic and provide no individual consultation. Consumption of these materials is for your own education and any medical, psychological, or professional care decisions should be made between you and your primary care doctor or another provider that you are engaged with.  Barbara Heffernan is not available for individual consultation via YouTube, social media, or email, and provides services only in the manner mentioned above.",0,0:14:35,People & Blogs,"['barbara heffernan', 'cognitive reframing', 'cbt', 'what is cognitive reframing', 'cognitive reframing definition', 'cognitive reframing examples', 'cognitive restructuring techniques', 'cognitive distortions', 'cognitive restructuring', 'cognitive behavioral therapy for anxiety', 'cognitive behavioral therapy for depression', 'cognitive behavioral therapy', 'cbt for anxiety', 'second arrow of suffering', 'second arrow Buddhism', 'life hack', 'cognitive restructuring exercises']",,youtube,,Cognitive Reframing_https://www.youtube.com/watch?v=qPnPhegi980,Moderate_Profile,Yes,Akash,
Cognitive Reframing,https://www.youtube.com/watch?v=kFYw-GWiRpc,Cognitive Reframing - How Do You Talk To Yourself?,Jeffrey Marr,unknown,41534,1083,0,76,"Find that you're speaking negatively about yourself? Here's how to use REFRAMING techniques to adopt beliefs that will help you. 

Subscribe for more: https://www.youtube.com/channel/UCOQV...

Join our newsletter: https://betweenthelines.media/youtube

Our beliefs form our world. If we have the wrong beliefs, that we develop through either nature or nurture, we could end up with a bad life. Reframing these beliefs is one of the key tenants of Cognitive Behavioural Therapy and can help us reframe what happens to us so it's in our benefit. 

What happens to us isn't so important when compared with how we decipher what happens to us. This video will dive into ways that we can REFRAME our beliefs so they give us the best possible road map to success. Reframe negatives into positives and reframe limiting beliefs into ones that help us push passed our road blocks. This video will help you understand that further. 

Song in the video: https://www.youtube.com/watch?v=9y_Y2F_YBA4 go subscribe to the artist for helping us out with a cool song.",0,0:06:02,Education,"['reframing', 'reframing cbt', 'reframing cognitive behavioral therapy', 'reframing nlp', 'how to reframe', 'reframe', 'cbt reframing', 'cognitive reframing']",,youtube,,Cognitive Reframing_https://www.youtube.com/watch?v=kFYw-GWiRpc,Moderate_Profile,Yes,Akash,
Cognitive Reframing,https://www.youtube.com/watch?v=93YJZSSbLpQ,Cognitive Reframing,Kaiser Permanente Thrive,unknown,11717,84,0,2,"Behavior and the Future of Health Part 4
Dr. Sobel, MD, MPH, medical director, regional health education, The Permanente Medical Group

Altering the ways people see and experience their environment can help improve health outcomes.",0,0:03:08,Nonprofits & Activism,[],,youtube,,Cognitive Reframing_https://www.youtube.com/watch?v=93YJZSSbLpQ,Moderate_Profile,Yes,Akash,
Cognitive Reframing,https://www.youtube.com/watch?v=58RytIerkmc,CBT and Reframing Thoughts With Cognitive Restructuring,Self-Help Toons,unknown,72044,1954,0,50,"Cognitive restructuring is a key element of Cognitive Behavioral Therapy (CBT), and a great way to reframe automatic negative thoughts and give yourself a different perspective. Free CBT Self-Help Course: https://www.selfhelptoons.com/cbt and if you'd like to support my channel ⬇️⬇️   
❤️ Join my channel with the JOIN button next to SUBSCRIBE
🙏 Become A Patron https://www.patreon.com/SelfHelpToons 
☕ Buy Me A Coffee https://www.buymeacoffee.com/selfhelptoons 
💚 PayPal https://paypal.me/gregdorter
👉 TikTok https://www.tiktok.com/@selfhelptoons
👉 Instagram https://www.instagram.com/selfhelptoons/
👉 Twitter https://twitter.com/gregdorter

Cartoon People: Free Clip Art by VectorToons (https://vectortoons.com/) [CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)], via Wikimedia Commons",0,0:04:21,Education,"['Cognitive Therapy', 'CBT', 'Cognitive Behavioral Therapy', 'mbct', 'mbsr', 'reframing thoughts', 'cognitive restructuring']",,youtube,,Cognitive Reframing_https://www.youtube.com/watch?v=58RytIerkmc,Moderate_Profile,Yes,Akash,
Cognitive Reframing,https://www.youtube.com/watch?v=3VIL1L_ypMg,Cognitive Behavioral Therapy Exercises (FEEL Better!),Barbara Heffernan,unknown,787595,34759,0,2099,"Exercises from Cognitive Behavioral Therapy designed to help you feel better.  This video explains the CBT cycle and how changing thoughts and behaviors is necessary in order to change feelings.  Cognitive behavioral therapy exercises are provided to help in a practical way.  Cognitive behavioral therapy is a well-research therapy technique shown to help with anxiety, to help with depression, and to help with difficult life situations.  Barbara Heffernan, LCSW, life coach and psychotherapist, expert in anxiety and trauma, walks you through how CBT can help you.
_____________
Free PDF: Transform your Negative Core Beliefs: https://awakenjoy.lpages.co/negative-core-beliefs-pdf/ 

Free Webinar: Rewiring Your Brain for Joy and Confidence: https://www.awakenjoy.life/rewire-your-brain
Sign up for a Free Trial on Virtual EMDR - https://bit.ly/bhvirtualemdr
Use Promo Code:  AWAKENJOY20 for 20% off. The program code must be put into the promo code box when you checkout for the discount! This is an online service I have used and I support!  

1:1 Virtual Psychotherapy with Betterhelp: https://betterhelp.com/awakenjoy. I have personally used their services and have recently become an affiliate.  Using this link enables you to a discount of 10% off the first month.

Transformational Program: Roadmap to Joy and Authentic Confidence: https://www.awakenjoy.life/roadmap

LGBTQ?  https://pridecounseling.com/awakenjoypride Pride Counseling is professional online counseling for the LGBTQ community, a subsidiary of betterhelp.com.

Are you a counselor interested in working with Betterhelp?  https://betterhelp.com/openhearted

The ""aah!"" mini-series is now on YouTube.  Start here: https://youtu.be/D2DXLfxZVkw
Full playlist here:https://www.youtube.com/watch?v=D2DXLfxZVkw&list=PLhEK7JY7zF9kA_tAaHg7IAViexM94wqnx

Say hi on social: 
Instagram: https://www.instagram.com/awakenjoy.life/ 
Facebook: https://www.facebook.com/AwakenJoy.Life/ 

My website:   https://www.awakenjoy.life/

NOTE: This description contains affiliate links for the Virtual EMDR site, for betterhelp.com and for pridecounseling.com.  While this channel may earn a minimal sum when the viewer using these affiliate links, the viewer is in NO WAY obligated to use these links; the viewer is not charged extra for these links and, in fact, receives a discount over the regular pricing of these programs.  I have used both Virtual EMDR and betterhelp.com, and pridecounseling is connected to betterhelp.com.   

Disclaimer:
This video was created by Barbara Heffernan, LCSW for educational purposes only. These videos are not diagnostic and provide no individual consultation. Consumption of these materials is for your own education and any medical, psychological, or professional care decisions should be made between you and your primary care doctor or another provider that you are engaged with.  Barbara Heffernan is not available for individual consultation via YouTube, social media, or email, and provides services only in the manner mentioned above.",0,0:12:36,People & Blogs,"['barbara heffernan', 'cognitive behavioral therapy exercises', 'cbt', 'what is cbt', 'cognitive behavioral therapy', 'cognitive behavioural therapy', 'cbt exercises', 'cbt techniques', 'cbt for anxiety', 'therapy for anxiety', 'therapy for depression', 'cognitive restructuring', 'cognitive distortions', 'Barbara Heffernan', 'self help cbt techniques', 'cognitions', 'thought log', 'CBT log', 'compulsive behaviors', 'avoidant behaviors', 'unhelpful thinking styles', 'traumatic memory processing', 'cbt interventions']",,youtube,,Cognitive Reframing_https://www.youtube.com/watch?v=3VIL1L_ypMg,Moderate_Profile,Yes,Akash,
Cognitive Reframing,https://www.youtube.com/watch?v=CdyJ0iB_k00,CBT Role-Play - Cognitive Reframing an Experience of Emotional Abuse,Dr. Todd Grande,unknown,35657,615,0,41,"This video features a counseling role-play in which cognitive-behavioral therapy is used to cognitively reframe an experience of emotional abuse. Automatic thoughts, adaptive responses, and the use of homework are featured.",0,0:22:33,Education,"['cognitive-behavioral therapy', 'cognitive behavioral therapy', 'cognitive behavior therapy', 'CBT', 'reframe', 'reframing', 'emotional abuse', 'scaling', 'REBT', 'cognitive distortions', 'automatic thoughts', 'core beliefs', 'intermediate beliefs', 'adaptive responses', 'self-talk', 'homework', 'counseling', 'Grande', 'Abuse (Quotation Subject)', 'Psychological Abuse', 'Cognitive Reframing']",,youtube,,Cognitive Reframing_https://www.youtube.com/watch?v=CdyJ0iB_k00,Moderate_Profile,Yes,Pranjal,
